#triples, #nodes, #namespaceNodes, #properties, #classes, #instances, avgIndegree, medianIndegree, avgOutdegree, medianOutdegree, avgInstanceIndegree, medianInstanceIndegree, avgInstanceOutdegree, medianInstanceOutdegree
1633309138, 216536856, 130561953, 11053, 30765, 17581152, 6.29113546272, 1.0, 7.66245057535, 4.0, 9.83208608856, 2.0, 41.2538443442, 28.0
