#triples, #nodes, #namespaceNodes, #properties, #classes, #instances, avgIndegree, medianIndegree, avgOutdegree, medianOutdegree
852204, 132428, 44713, 3308, 1224, 116628, 1224, 0, 7.02477070252, 1.0, 7.27378564539, 4.0
