<Cambodian_Rebellion_(1811–12)>	Cambodian Rebellion (1811–12)
<Battle_of_Vinegar_Hill>	Battle of Vinegar Hill
<Battle_of_Dalrigh>	Battle of Dalrigh
<Battle_of_Gamenario>	Battle of Gamenario
<it/Battaglia_di_Eluet_El_Asel>	Battaglia di Eluet El Asel
<Battle_of_Panamarathukotta>	Battle of Panamarathukotta
<Battle_of_Bovianum>	Battle of Bovianum
<fr/Bataille_des_Aubiers_(1799)>	Bataille des Aubiers
<Invasion_of_Gozo_(1551)>	Invasion of Gozo (1551)
<Battle_of_Phuoc_Long>	Battle of Phuoc Long
<Battle_of_Toski>	Battle of Toski
<Battle_of_Bạch_Đằng_(938)>	Battle of Bạch Đằng (938)
<fr/Bataille_du_cap_Celidonio>	Bataille du cap Celidonio
<Invasion_of_Dhi_Amr>	Invasion of Dhi Amr
<Operation_Bøllebank>	Operation Bøllebank
<Battle_of_Chacabuco>	Battle of Chacabuco
<Diadochi>	Diadochi
<Mongol_conquest_of_the_Song_Dynasty>	Mongol conquest of the Song Dynasty
<Siege_of_Syracuse_(214–212_BC)>	Siege of Syracuse
<Operation_Golden_Pheasant>	Operation Golden Pheasant
<Battle_of_Maipú>	Battle of Maipú
<Battle_of_Maravar_Pass>	Battle of Maravar Pass
<Zaian_War>	Zaian War
<fr/Siège_de_Marseille_(1524)>	Siège de Marseille
<Battle_of_Chemnitz>	Battle of Chemnitz
<nl/Slag_bij_Wilsele>	Slag bij Wilsele
<Battle_of_Ölper_(1809)>	Battle of Oelper (1809)
<Byzantine–Georgian_wars>	Byzantine-Georgian wars
<de/Schlacht_von_Liegnitz_(1634)>	Schlacht von Liegnitz (1634)
<Southern_African_Development_Community_intervention_in_Lesotho>	Southern African Development Community intervention in Lesotho
<Battle_of_Binh_Gia>	Battle of Binh Gia
<Featherston_prisoner_of_war_camp>	Featherston prisoner of war camp
<Battle_of_Resaena>	Battle of Resaena
<Battle_of_Farrukhabad>	Battle of Farrukhabad
<1999_Russian_bombing_of_Chechnya>	1999 Russian bombing of Chechnya
<Battle_of_Fleurus_(1690)>	Battle of Fleurus
<Operation_Dawn_6>	Operation Dawn 6
<April_Uprising>	April Uprising
<Easter_Rising>	Irish Rebellion
<Great_Retreat>	Great Retreat
<fr/Bataille_de_Marino>	Bataille de Marino
<fr/Bataille_de_Saint-Jean-de-Monts>	Bataille de Saint-Jean-de-Monts
<Battle_of_Huaqui>	Battle of Huaqui
<Operation_Attleboro>	Operation Attleboro
<Sheikh_Said_rebellion>	Sheikh Said rebellion
<Timeline_of_the_Yemeni_Revolution_(23_September_–_December_2011)>	Timeline of the Yemeni Revolution (23 September - December 2011)
<Timeline_of_the_British_Army_1700–99>	Timeline of the British Army 1700-99
<Second_Battle_of_Fredericksburg>	Fredericksburg
<Battle_of_Waterloo>	Battle of Waterloo
<Bombardment_of_Fort_San_Carlos>	Bombardment of Fort San Carlos
<Battle_of_Cienfuegos>	Battle of Cienfuegos
<Battle_of_Treiden_(1628)>	Battle of Treiden (1628)
<Battle_of_Badli-ki-Serai>	Battle of Badli-ki-Serai
<Battle_of_the_Sound>	Battle of the Sound
<Combat_of_El_Bruch>	Combat of El Bruch
<Siege_of_Hachigata_(1590)>	Siege of Hachigata
<Battle_of_Lunalonge>	Battle of Lunalonge
<Uprising_of_Ivaylo>	Uprising of Ivaylo
<Battle_of_Dranesville>	Battle of Dranesville
<Battle_of_La_Higueruela>	Battle of La Higueruela
<fr/Bataille_d'Anjar>	Bataille d'Anjar
<fr/Siège_d'Arles_(1240)>	Siege d'Arles (1240)
<Battle_of_Eniwetok>	Battle of Eniwetok
<fr/Bataille_de_Pont_Saint-Louis>	Bataille de Pont Saint-Louis
<Battle_of_Carlisle>	Battle of Carlisle
<King_Dragon_operation_in_Arakan>	King Dragon operation in Arakan
<Battle_of_Penco>	Battle of Penco
<Siege_of_Antioch_(253)>	Siege of Antioch (253)
<Gugler>	Gugler
<Battle_of_Mogadishu_(1993)>	Battle of Mogadishu (1993)
<1968_Israeli_raid_on_Lebanon>	1968 Israeli raid on Lebanon
<Second_English_Civil_War>	Second War
<Israeli–Lebanese_conflict>	Israeli-Lebanese conflict
<Battle_of_La_Plata>	Battle of La Plata
<Russo-Swedish_War_(1495–97)>	Russo-Swedish War (1495–97)
<nl/Beleg_van_Roermond_(1637)>	Beleg van Roermond
<Winter_Offensive_of_1947_in_Northeast_China>	Winter Offensive of 1947 in Northeast China
<Battle_of_Ushant_(1944)>	Battle of Ushant (1944)
<Battle_of_Arlabán_(1812)>	Battle of Arlaban (1812)
<Battle_of_Caesarea>	Battle of Caesarea
<Hathikhel_massacre>	Hathikhel massacre
<Battle_of_Moclín_(1280)>	Battle of Moclin (1280)
<Battle_of_Brunete>	Battle of Brunete
<Battle_of_Kirina>	Battle of Kirina
<Campaign_to_the_North_of_Nanchuan_County>	Campaign to the North of Nanchuan County
<de/RWE-Affäre>	RWE-Affaere
<Battle_of_Cooch's_Bridge>	Battle of Cooch's Bridge
<nl/Engels-Manipurese_oorlog>	Engels-Manipurese oorlog
<Japanese_occupation_of_Indonesia>	Japanese occupation of Indonesia
<Battle_of_Bauds>	Battle of Bauds
<fr/Première_bataille_de_Maturín>	Première bataille de Maturín
<nl/Tweede_Boni-expeditie_van_1859-1860>	Tweede Boni-expeditie van 1859-1860
<Battle_of_Kupres_(1942)>	Battle of Kupres
<Battle_of_Carlow>	Battle of Carlow
<Bombing_of_Berlin_in_World_War_II>	Bombing of Berlin in World War II
<Battle_of_Cannanore>	Battle of Cannanore
<Bald_Hills_War>	Bald Hills War
<de/Seekampfeinsatz_vor_Anzio>	Seekampfeinsatz vor Anzio
<Convoy_Hi-71>	Convoy Hi-71
<Early–Hasley_feud>	Early-Hasley feud
<Battle_of_Yenidje>	Battle of Yenidje
<Labor_Slugger_Wars>	Labor Slugger Wars
<Mutiny_of_the_Trout>	Mutiny of the Trout
<Battle_of_Nishapur>	Battle of Nishapur
<Coronation_riots>	Coronation riots
<Ilinden–Preobrazhenie_Uprising>	Ilinden-Preobrazhenie Uprising
<Battle_of_Hubei>	Battle of Hubei
<Raids_on_Deboyne_(1942)>	Raids on Deboyne (1942)
<fr/Première_bataille_de_Redon_(1799)>	Première bataille de Redon
<Battle_of_Iquique>	Battle of Iquique
<Siege_of_Verona>	Siege of Verona
<Battle_of_Antioch_on_the_Meander>	Battle of Antioch on the Meander
<Siege_of_Pécs>	Siege of Pécs
<Battle_of_Zhenhai>	Battle of Zhenhai
<Battle_of_Chinsurah>	Battle of Chinsurah
<Yên_Bái_mutiny>	Yên Bái mutiny
<Dalj_massacre>	Dalj massacre
<fr/Bataille_du_Col_du_Pinot>	Bataille du Col du Pinot
<Libyan–Egyptian_War>	Libyan–Egyptian War
<Catalonia_Offensive>	Catalonia Offensive
<Siege_of_Bergen_op_Zoom_(1747)>	Siege of Bergen op Zoom (1747)
<Battle_of_El_Agheila>	Battle of El Agheila
<Campaigns_of_the_Philippine–American_War>	Campaigns of the Philippine–American War
<Third_Battle_of_the_Isonzo>	Third Battle of the Isonzo
<Lithuanian_Civil_War_(1700)>	Lithuanian Civil War (1700)
<fa/جنگ_دوم_گوریو-خیتان>	جنگ دوم گوریو-خیتان
<Battle_of_Alltan-Beath>	Battle of Alltan-Beath
<Siege_of_Hanazawa>	Siege of Hanazawa
<de/Angriffe_auf_Sankt_Petersburg>	Angriffe auf Sankt Petersburg
<Homs_governorate_offensive>	Homs governorate offensive
<Capture_of_Maastricht>	Capture of Maastricht
<Spanish_attempts_to_reconquer_Mexico>	Spanish attempts to reconquer Mexico
<Bombing_of_Vienna_in_World_War_II>	Bombing of Vienna in World War II
<Battle_of_Segale>	Battle of Segale
<fr/Opération_Démon>	Operation Demon
<Battle_of_Bibracte>	Battle of Bibracte
<Soviet–Japanese_border_conflicts>	Soviet–Japanese War
<First_Battle_of_Tijuana>	First Battle of Tijuana
<es/Guerra_civil_peruana_de_1884-1885>	Guerra civil peruana de 1884-1885
<Battle_of_the_Trebia>	Battle of the Trebia
<Battle_of_Kočevje>	Battle of Kocevje
<Third_Battle_of_Elephant_Pass>	Third Battle of Elephant Pass
<Battle_of_Towton>	Battle of Towton
<Operation_Postmaster>	Operation Postmaster
<Battle_of_Kambula>	Battle of Kambula
<Siege_of_Chichester>	Siege of Chichester
<Siege_of_Warsaw_(1656)>	Siege of Warsaw
<Honnō-ji_Incident>	Honno-ji Incident
<Battle_of_Baykand>	Battle of Baykand
<Operation_Accius>	Accius
<Papua_conflict>	Papua conflict
<Battles_of_Komárom>	Battles of Komarom
<Little_Belt_Affair>	Little Belt Affair
<Battle_of_Valverde>	Battle of Valverde
<Action_of_8_June_1755>	Action of 8 June 1755
<Battle_of_Xuzhou>	Battle of Xuzhou
<Zanzibar_Revolution>	Zanzibar Revolution
<fr/Bataille_de_Berstheim>	Bataille de Berstheim
<Russo-Persian_War_(1722–23)>	Russo-Persian War (1722–23)
<fr/Expédition_d'Abi_Hadrad_al-Aslami>	Expedition d'Abi Hadrad al-Aslami
<Ming–Kotte_War>	Ming-Kotte War
<NDF_Rebellion>	Yemeni Civil War
<Convoy_Hi-81>	Convoy Hi-81
<Internal_conflict_in_Azawad>	Internal conflict in Azawad
<nl/Slag_om_Leuven_(1944)>	Slag om Leuven
<Kishinev_pogrom>	Kishinev pogrom
<Naroda_Patiya_massacre>	Naroda Patiya massacre
<Battle_of_Letychiv>	Battle of Letychiv
<Battle_of_Neu_Titschein>	Battle of Neu Titschein
<Bank_War>	Bank War
<Northern_Theater_of_Eelam_War_IV>	Northern Theater of Eelam War IV
<Campaign_to_Suppress_Bandits_in_Wuping>	Campaign to Suppress Bandits in Wuping
<de/Schlacht_von_Kircheib>	Schlacht von Kircheib
<Assam_separatist_movements>	Assam separatist movements
<Goguryeo–Yamato_War>	Goguryeo-Yamato War
<Battle_of_Kakamas>	Battle of Kakamas
<fr/Deuxième_bataille_de_Coron>	Deuxième bataille de Coron
<fr/Bataille_de_Beaupréau_(1793)>	Bataille de Beaupreau (1793)
<Infernal_columns>	Infernal columns
<Macedonian_Struggle>	Macedonian Struggle
<Battle_of_Corydon>	Battle of Corydon
<Battle_of_Chains>	Battle of Chains
<Battle_of_Calamba>	Battle of Calamba
<Bahía_Portete_massacre>	Bahia Portete massacre
<Action_of_22_January_1783>	Action of 22 January 1783
<Siege_of_Akechi>	Siege of Akechi
<Nias_Expedition>	Nias Expedition
<Battle_of_Ostrołęka_(1807)>	Battle of Ostroleka (1807)
<Battle_of_Corregidor>	Corregidor
<Battle_of_Alborán>	Battle of Alborán
<Conquest_of_al-Hasa_(1913)>	Conquest of al-Hasa (1913)
<Battle_of_Tatarahama_(1336)>	Battle of Tatarahama (1336)
<it/Battaglie_di_Monte_Erice>	Battaglie di Monte Erice
<Operation_Motorman>	Operation Motorman
<Battle_of_Bathys_Ryax>	Battle of Bathys Ryax
<Battle_of_Mortemer>	Battle of Mortemer
<fr/Bataille_d'Abou_Goulem>	Bataille d'Abou Goulem
<Battle_of_Montenotte>	Battle of Montenotte
<Capture_of_Baghdad_(1638)>	Capture of Baghdad
<Shangdang_Campaign>	Shangdang Campaign
<Protests_against_Hartz_IV_reforms>	Protests against Hartz IV reforms
<it/Battaglia_di_Licosa>	Battaglia di Licosa
<Battle_of_Canton_(1857)>	Battle of Canton
<Battle_of_Zhovnyn>	Battle of Zhovnyn
<Siege_of_Arcot>	Siege of Arcot
<fr/Bataille_d'Argentré_(1799)>	Bataille d'Argentré (1799)
<Bombing_of_Peenemünde_in_World_War_II>	Bombing of Peenemünde in World War II
<Battle_of_Thessalonica_(2nd_1040)>	Battle of Thessalonica
<it/Battaglia_di_Castra_Vetera>	Battaglia di Castra Vetera
<Battle_of_Hondschoote_(1793)>	Battle of Hondschoote (1793)
<Battle_of_Santiago_(1844)>	Battle of Santiago
<Battle_of_Fort_Pitt>	Battle of Fort Pitt
<Campaign_to_Suppress_Bandits_in_Dabieshan>	Campaign to Suppress Bandits in Dabieshan
<EDSA_III>	EDSA III
<Roman_civil_war_of_350–351>	Roman civil war of 350–351
<Battle_of_Britton's_Lane>	Battle of Britton's Lane
<Battle_of_Mohrungen>	Battle of Mohrungen
<fr/Bataille_de_Redon_(1815)>	Bataille de Redon
<Battle_of_Malta>	Battle of Malta
<Battle_of_the_Dardanelles_(1657)>	Battle of the Dardanelles
<Occupy_Bahrain>	Occupy Bahrain
<Battle_of_Tell_'Asur>	Battle of Tell 'Asur
<Lady_Shore_(1793)>	Lady Shore (1793)
<Operation_Bluecoat>	Operation Bluecoat
<Forage_War>	Forage War
<Siege_of_Baniyas>	Siege of Baniyas
<Operation_Beanbag>	Operation Beanbag
<Battle_of_Xiaoyao_Ford>	Battle of Xiaoyao Ford
<it/Campagne_in_Britannia_di_Settimio_Severo>	Campagne in Britannia di Settimio Severo
<United_States_Army_Air_Forces_in_the_South_West_Pacific_Theatre>	United States Army Air Forces in the South West Pacific Theatre
<Battle_of_Mek'ele>	Battle of Mek'ele
<Drive_on_Munda_Point>	Drive on Munda Point
<Operation_Cyclone>	Operation Cyclone
<Avalon_Peninsula_Campaign>	Avalon Peninsula Campaign
<Action_of_15_September_1782>	Action of 15 September 1782
<Battle_of_Djahy>	Battle of Djahy
<Sieges_of_Stirling_Castle>	Sieges of Stirling Castle
<Battle_of_Vercellae>	Battle of Vercellae
<Pyrrhic_War>	Pyrrhic War
<Battle_of_Tacna>	Battle of Tacna
<Battle_of_Tukaroi>	Battle of Tukaroi
<Battle_of_Aanandapuram>	Battle of Aanandapuram
<Mongolian_Revolution_of_1911>	Mongolian Revolution
<Battle_of_Kopidnadon>	Battle of Kopidnadon
<First_Battle_of_Wawer>	First Battle of Wawer
<2013_Kivu_Offensive>	2013 Kivu Offensive
<Hainan_Island_Operation>	Hainan Island Operation
<de/Massaker_von_Dinant>	Massaker von Dinant
<Expedition_of_Abdur_Rahman_bin_Auf>	Expedition of Abdur Rahman bin Auf
<Battle_of_Montdidier>	Battle of Montdidier
<Battle_of_the_Chesapeake>	Chesapeake
<Schoenau_ultimatum>	Schoenau ultimatum
<nl/Bevrijding_van_Steenbergen_en_Welberg>	Bevrijding van Steenbergen en Welberg
<Holmes's_Bonfire>	Holmes's Bonfire
<Battle_of_Aizu>	Battle of Aizu
<Belfast_City_Hall_flag_protests>	Belfast City Hall flag protests
<Battle_of_Alnwick_(1093)>	Battle of Alnwick (1093)
<Battle_of_Hyderabad>	Battle of Hyderabad
<Battle_of_Bowmanville>	Battle of Bowmanville
<Battle_of_Schuinshoogte>	Battle of Schuinshoogte
<Battle_of_La_Gudina>	Battle of La Gudina
<Ethiopian–Egyptian_War>	Ethiopian-Egyptian War
<1957_in_the_Vietnam_War>	1957 in the Vietnam War
<Barbary_Wars>	Barbary Wars
<Battle_of_Vitoria>	Vitoria
<Battle_of_Porrassalmi>	Battle of Porrassalmi
<Kautokeino_rebellion>	Kautokeino rebellion
<fr/Bataille_de_Montaigu_(1799)>	Bataille de Montaigu (1799)
<Battle_of_Jenin>	Battle of Jenin
<it/Rivolta_gallica_di_Floro_e_Sacroviro>	Rivolta gallica di Floro e Sacroviro
<Battle_of_the_Strait_of_Otranto_(1940)>	Battle of the Strait of Otranto
<Siege_of_Balkh_(1447)>	Siege of Balkh (1447)
<2013_Anti-Sri_Lanka_protests>	2013 Anti-Sri Lanka protests
<Tangshan_Protest>	Tangshan Protest
<fr/Bataille_de_Mas_Deu>	Bataille de Mas Deu
<de/Schlacht_von_Nokšić>	Schlacht von Nokšić
<Operation_Manna>	Operation Manna
<it/Battaglia_dell'Aniene>	Battaglia dell'Aniene
<Polish–Lithuanian_War>	Polish–Lithuanian War
<Battle_of_Medina_Ridge>	Battle of Medina Ridge
<fr/Deuxième_bataille_du_Bourget_(1870)>	Deuxieme bataille du Bourget (1870)
<Siege_of_Glatz>	Siege of Glatz
<Battle_of_Duc_Lap>	Battle of Duc Lap
<Battle_of_Vyborg_Bay_(1944)>	Battle of Vyborg Bay
<Battle_of_Kulikovo>	Battle of Kulikovo
<Siege_of_Alexandria_(641)>	Siege of Alexandria
<Datong–Puzhou_Campaign>	Datong–Puzhou Campaign
<2013_Uribana_prison_riot>	2013 Uribana prison riot
<nl/Slag_om_Baasrode>	Slag om Baasrode
<Expedition_of_Qatan>	Expedition of Qatan
<Patriot_War>	Patriot War
<Battle_of_Campaldino>	Battle of Campaldino
<Operation_Weserübung>	Operation Weseruebung
<fr/Bataille_des_Ponts-de-Cé_(1793)>	Bataille des Ponts-de-Ce (1793)
<Grito_de_Lares>	Grito de Lares
<War_in_Vietnam_(1959–1963)>	War in Vietnam
<Cyrenaican_desert_campaign>	Cyrenaican desert campaign
<1982_Ethiopian–Somali_Border_War>	1982 Ethiopian–Somali Border War
<First_Anglo-Afghan_War>	First Anglo-Afghan War
<Siege_of_Inverness_(1715)>	Siege of Inverness
<2011_Northern_Ireland_riots>	2011 Northern Ireland riots
<Bombardment_of_Algiers_(1784)>	Bombardment of Algiers
<Second_Battle_of_Athenry>	Battle of Athenry
<Battle_of_Losecoat_Field>	Battle of Losecoat Field
<Korean_maritime_border_incidents>	Korean maritime border incidents
<Battle_of_the_Two_Morins>	Battle of the Two Morins
<British_occupation_of_the_Faroe_Islands>	British occupation of the Faroe Islands
<Dhofar_Rebellion>	Dhofar Rebellion
<fr/Bataille_de_Cassano_(1158)>	Bataille de Cassano
<Spanish–Portuguese_War_(1776–77)>	Spanish–Portuguese War
<nl/Slag_bij_Alphen_aan_den_Rijn>	Slag bij Alphen aan den Rijn
<Siege_of_Batavia>	Siege of Batavia
<February_strike>	February strike
<Raid_on_Boulogne>	Raid on Boulogne
<Operation_Karbala_10>	Operation Karbala 10
<Consolidation_of_the_Iranian_Revolution>	Consolidation of the Iranian Revolution
<Operation_Beleaguer>	Operation Beleaguer
<Chiapas_conflict>	Chiapas conflict
<Operation_Bulldog_Mammoth>	Operation Bulldog
<Battle_of_Changsha_(1941)>	Battle of Changsha
<Yongle_Emperor's_campaigns_against_the_Mongols>	Yongle Emperor's campaigns against the Mongols
<Friulan_Revolt_of_1511>	Friulan Revolt of 1511
<fr/Bataille_de_Gesté>	Bataille de Gesté
<Battle_of_Torches>	Battle of Torches
<Battle_of_the_Florida_Mountains>	Battle of the Florida Mountains
<Battle_of_Rakvere_(1603)>	Battle of Rakvere (1603)
<fr/Manifestation_de_Décembre_1960>	Manifestation de Décembre 1960
<Siege_of_Dongrae>	Siege of Dongrae
<fr/Bouclier_du_désert>	Bouclier du désert
<it/Insurrezione_calabrese>	Insurrezione calabrese
<fr/Bataille_de_Dornach_(1914)>	Bataille de Dornach
<it/Conquista_di_Candia>	Conquista di Candia
<Siping_Campaign>	Sipe
<Battle_of_Sorovich>	Battle of Sorovich
<Battle_of_Fort_George>	Battle of Fort George
<Battle_of_the_Silarus>	Battle of the Silarus
<July_2010_Kampala_attacks>	July 2010 Kampala attacks
<Dano-Swedish_War_(1657–58)>	Dano-Swedish War
<Battle_of_the_Leitha_River>	Battle of the Leitha River
<Battle_of_Cádiz_(1640)>	Battle of Cádiz (1640)
<Relief_of_Genoa>	Relief of Genoa
<Battle_of_Walcheren_Causeway>	Battle of Walcheren Causeway
<Battle_of_Sedgemoor>	Battle of Sedgemoor
<Battle_of_Kızıl_Tepe>	Battle of Kızıl Tepe
<fr/Bataille_des_Aubiers_(1793)>	Bataille des Aubiers
<Jewish–Babylonian_war>	Jewish-Babylonian war
<Battle_of_Prague_(1757)>	Battle of Prague (1757)
<de/Traumschiff-Affäre>	Traumschiff-Affäre
<Battle_of_Raismes_(1793)>	Battle of Raismes (1793)
<Japanese_invasion_of_Batan_Island>	Japanese invasion of Batan Island
<Siege_of_Jerusalem_(1834)>	Siege of Jerusalem
<Invasion_of_Guadeloupe_(1810)>	Invasion of Guadeloupe (1810)
<Battle_of_Kolding_(1658)>	Battle of Kolding (1658)
<Battle_of_Maxen>	Maxen
<Battle_of_Tryavna>	Battle of Tryavna
<Black_Sea_campaigns_(1941–44)>	Black Sea campaigns
<Siege_of_Groenlo_(1672)>	Siege of Groenlo (1672)
<Battle_of_Cochin_(1504)>	Battle of Cochin (1504)
<Battle_of_Goito>	Battle of Goito
<Battle_of_Olszynka_Grochowska>	Battle of Olszynka Grochowska
<Battle_of_Morton's_Ford>	Battle of Morton's Ford
<Second_Battle_of_Springfield>	Second Battle of Springfield
<Siege_of_Kiev_(968)>	Siege of Kiev
<Battle_of_Philippopolis_(1878)>	Battle of Philippopolis (1878)
<Pidjiguiti_Massacre>	Pidjiguiti Massacre
<Narva_Offensive_(18–24_March_1944)>	Narva Offensive
<War_of_the_Supremes>	War of the Supremes
<Central_African_Republic_conflict_under_the_Djotodia_administration>	Central African Republic conflict under the Djotodia administration
<nl/Slag_op_de_Hardenbergerheide>	Slag op de Hardenbergerheide
<George's_Schoolhouse_Raid>	George's Schoolhouse Raid
<Battle_of_Binakayan-Dalahican>	Battle of Binakayan-Dalahican
<Second_Battle_of_Caloocan>	Second Battle of Caloocan
<18_of_the_Copacabana_Fort_revolt>	18 of the Copacabana Fort revolt
<Battle_of_Al_Faw_(2003)>	Battle of Al Faw (2003)
<Battle_of_Utete>	Battle of Utete
<Battle_of_Kagul>	Battle of Kagul
<Anglo-Swedish_War_(1810–12)>	Anglo-Swedish War (1810-12)
<Battle_of_Dallas>	Battle of Dallas
<Israeli–Palestinian_conflict>	Palestinian conflict
<de/Aufstand_von_Wang_Xiaobo_und_Li_Shun>	Aufstand von Wang Xiaobo und Li Shun
<Siege_of_Ladysmith>	Ladysmith
<Mission_Chicago>	Mission Chicago
<Battle_for_The_Hague>	Battle for The Hague
<Kyrenia_Castle_Escape>	Kyrenia Castle Escape
<1988_Maldives_coup_d'état>	1988 Maldives coup d'état
<Long_Run_Massacre>	Longrun
<Battle_of_Prestonpans>	Battle of Prestonpans
<Battle_of_Pedroso>	Battle of Pedroso
<it/Operazione_Corporate>	Operazione Corporate
<Action_of_28_November_1751>	Battle of Cape St. Vincent
<Newport_Rising>	Newport Rising
<Herrin_massacre>	Herrin massacre
<2014_Latakia_offensive>	2014 Latakia offensive
<Battle_of_the_Dardanelles_(1655)>	Battle of the Dardanelles (1655)
<Siege_of_Rome_(537–538)>	Siege of Rome
<Silesian_Uprisings>	Silesian Uprisings
<Battle_of_Schwechat>	Battle of Schwechat
<fr/Bataille_de_La_Guyonnière>	Bataille de La Guyonniere
<Battle_of_Camp_Hill>	Battle of Camp Hill
<County_seat_war>	County seat war
<Battle_of_Bitter_Lakes>	Battle of Bitter Lakes
<Siege_of_Eindhoven_(1583)>	Siege of Eindhoven (1583)
<Battle_of_Alcântara_(1580)>	Battle of Alcântara
<Battle_of_Sarandí>	Battle of Sarandi
<Shia_insurgency_in_Yemen>	Internal conflict in Yemen
<Battle_of_Brustem>	Battle of Brustem
<Battle_of_Martinique_(1779)>	Battle of Martinique
<Battle_of_Zitlala>	Battle of Zitlala
<2007_West_Azerbaijan_clashes>	2007 West Azerbaijan clashes
<Campaign_against_Dong_Zhuo>	Campaign against Dong Zhuo
<Battle_of_Dartsedo>	Battle of Dartsedo
<Battle_of_the_Caecus_River>	Battle of the Caecus River
<Toussaint_Rouge>	Toussaint Rouge
<Battle_of_Cross_Keys>	Battle of Cross Keys
<Battle_of_Mirebeau>	Battle of Mirebeau
<Sea_of_Azov_naval_campaign_(1855)>	Sea of Azov naval campaign (1855)
<Ningxia_Campaign>	Ningxia Campaign
<Battle_of_Grudziądz_(1659)>	Battle of Grudziądz
<Helmet_Massacre>	Helmet Massacre
<Dazexiang_Uprising>	Dazexiang Uprising
<Second_Invasion_of_Onitsha>	Second Invasion of Onitsha
<Pointe_du_Hoc>	Pointe du Hoc
<Battle_of_Baitag_Bogd>	Battle of Baitag Bogd
<Arauco_War>	Arauco
<Tsotsin-Yurt_operation>	Tsotsin-Yurt operation
<Battle_of_Belchite_(1809)>	Battle of Belchite
<Battle_of_Nancy>	Battle of Nancy
<Cuban_intervention_in_Angola>	Cuban intervention in Angola
<Battle_of_Firebase_Anaconda>	Battle of Firebase Anaconda
<Battle_of_Kakarong_de_Sili>	Battle of Kakarong de Sili
<Battle_of_Goodwin_Sands>	Battle of Dover
<de/Schlacht_bei_Sais>	Schlacht bei Sais
<2007_Helmand_Province_airstrikes>	2007 Helmand Province airstrikes
<Battle_of_Mełchów>	Battle of Melchow
<Battle_of_Jemappes>	Battle of Jemappes
<Battle_of_La_Carbonera>	Battle of La Carbonera
<Battle_of_Flodden>	Battle of Flodden
<First_Battle_of_Picardy>	First Battle of Picardy
<War_of_the_Reunions>	War of the Reunions
<Battle_of_Tres_Jacales>	Battle of Tres Jacales
<Portuguese_conquest_of_French_Guiana>	Portuguese conquest of French Guiana
<fr/Bataille_de_Montgey>	Bataille de Montgey
<Bombing_of_Guernica>	Bombing of Guernica
<Battle_of_Löbau>	Battle of Loebau
<Great_War_(Harry_Turtledove)>	Great War (Harry Turtledove)
<Mieres_Uprising>	Mieres Uprising
<Spanish_Civil_War,_1938–39>	Spanish Civil War
<Black_Hawk_War>	Black Hawk War
<Battle_of_Vimory>	Battle of Vimory
<2011_Egyptian_revolution>	2011 Egyptian revolution
<Operation_Tiger_(1992)>	Operation Tiger
<Second_Perso-Turkic_War>	Second Perso-Turkic War
<Tripura_rebellion>	Tripura rebellion
<Operation_Days_of_Penitence>	Operation Days of Penitence
<Operation_Determined_Path>	Operation Determined Path
<Battle_of_Otlukbeli>	Battle of Otlukbeli
<1983_Beirut_barracks_bombing>	1983 Beirut barracks bombing
<Shell_House_massacre>	Shell House massacre
<Battle_of_Mullaitivu_(1996)>	Battle of Mullaitivu
<The_Great_Naktong_Offensive>	The Great Naktong Offensive
<Operation_Checkmate_(Sri_Lanka)>	Operation Checkmate
<Battle_of_Katia>	Battle of Katia
<Muslim_conquest_of_the_Maghreb>	Muslim conquest of the Maghreb
<Battle_of_Serres>	Battle of Serres
<Battle_of_San_Millan-Osma>	Battle of San Millan-Osma
<Run_for_Tunis>	Run for Tunis
<Siege_of_Pärnu>	Siege of Paernu
<Forrest_River_massacre>	Forrest River massacre
<nl/Beleg_van_Medemblik_(1351)>	Beleg van Medemblik
<Massacres_of_Badr_Khan>	Massacres of Badr Khan
<Battle_of_Syme>	Battle of Syme
<Battle_of_Yarmouk>	Yarmouk
<Kurdish_rebellion_of_1983>	Kurdish rebellion of 1983
<Battle_of_Rhone_Crossing>	Battle of Rhone Crossing
<1995_Gazi_Quarter_riots>	1995 Gazi Quarter riots
<1973_Chilean_coup_d'état>	1973 Chilean coup d'état
<XYZ_Line>	XYZ Line
<Battles_of_Villmergen>	Battles of Villmergen
<Battle_of_Ojo_Caliente_Canyon>	Battle of Ojo Caliente Canyon
<Pomeranian_War>	Pomeranian War
<George_Anson's_voyage_around_the_world>	George Anson's voyage around the world
<Battle_of_Herdonia_(210_BC)>	Battle of Herdonia (210 BC)
<Convoy_ONS_5>	Convoy ONS 5
<it/Assedio_di_Tiro>	Assedio di Tiro
<Battle_of_Saguntum>	Battle of Saguntum
<fr/Ordre_de_bataille_lors_de_la_bataille_de_Saint-Cast>	Ordre de bataille lors de la bataille de Saint-Cast
<Second_Intifada>	Palestinian Intifada
<Yuma_War>	Yuma
<United_States_Army_Air_Forces_in_the_Central_Pacific_Area>	United States Army Air Forces in the Central Pacific Area
<Siege_of_Limerick_(1642)>	Siege of Limerick (1642)
<Operation_Ivy_Blizzard>	Operation Ivy Blizzard
<Battle_of_Jankau>	Battle of Jankau
<Siege_of_León_(1368)>	Siege of León
<Fédon's_Rebellion>	Fedon's Rebellion
<2013_Hama_offensive>	2013 Hama offensive
<Battle_of_Bayou_Meto>	Battle of Bayou Meto
